,Classificacao,Tweet
829,Fanfic, kkkkkkkkkkk o desespero da outra torcida é bizarroooo a ponto de se dar ao trabalho de inventar uma fic dessas 
830,Fanfic,ajudem essa pobre fanfiqueira 
831,Fanfic,oi amor quais fifics boas você tem lido recentemente — oiii amor eu to há alguns dias sem ler fic pq não to achando nenhuma que me agrada ou que eu já não tenha lido inclusive to querendo recomendações mas as últimas três que… 
832,Fanfic,moots tenho uma fanfic tão boa pra indicar
833,Fanfic, eu acredito nessa fic
834,Fanfic, qualquer coisa a gente pode fanficar junto pra vc se distrair é só falar
835,Fanfic, não fanfic não é minha praia 
836,Fanfic, tudo bem mas assim não se deixe levar por esse pensamento de ter fic famosa pra virar livro já vi gente que tem fic cok muitos caps que mal tem visualizações no total e tá fazendo livro que tá dando um lote até bom se algum dia resolver escrever manda link bb
837,Fanfic, anitta tá passando uma vibe de ceo bilionária de fanfic que t
838,Fanfic, qual o nome da fanfic pq eu acho q eu ja li 
839,Fanfic,começou mais uma fanfic pra não terminar autocrítica
840,Fanfic, não acredito que eu vou me prestar ao papel de ler as sapecagens da tua fic
841,Fanfic,gente fiz um grupo pra comentar sobre a fic e se presta atenção a deus uns spoilers é só ler as mensagens que tudo liga ou lugar certo n é muita coisa mas ela deus uns spoilers ss capítulodeprisaosemgrade
842,Fanfic,eu fiz até uma fanfic inspirada em vc juro 
843,Fanfic, mds eu tinha toda uma fic de que a bad nat é toda cheirosinha ksjsksjsj
844,Fanfic,as gatas fortalecendo a fic 
845,Fanfic,se você gosta de clichê e si fueras mía você vai amar essa gracinha de fic 
846,Fanfic, essa fic é péssima vc só passa raiva juro os melhores cap é o penúltimo e último
847,Fanfic,eu e a flávia criamos uma fic na nossa cabeça tem muito tempo já e agora estamos alimentando isso mais q nunca kkkkkkk eu amo
848,Fanfic,quem vai me indicar uma fic em tô precisando ler tô num tédio e tô isolada do povo escondida na cozinha 
849,Fanfic, as da edi são ótimas também ela tem fic terminada tudo com capítulo mt boa também esse eh o perfil dela pra achar as várias fic 
850,Fanfic,a fanfic criada na minha mente desde 
851,Fanfic,q fic eh essa 
852,Fanfic,shayna que inventou essa fic que não ia dar certo pq kyle é ateu ele se livrou dela e da família esqusita 
853,Fanfic, que fic moça 
854,Fanfic,eu ia votar na jeong lenda fanfiqueira foda 
855,Fanfic,ninguém escapa de fazer fanfic
856,Fanfic, manda pra mim fofocando sobre a fanfic
857,Fanfic, eitcha que fic q eh
858,Fanfic, ala a fanfiqueira william me pertence
859,Fanfic, e essa fanfic q ele fica bolando coisa pra ferrar com eles o coitado joga sozinho ssmpre kkkkk
860,Fanfic,mano q doideira descobri seguia a menina da facu no wattpad há vários anos kkll como assim li até fic da menina
861,Fanfic, nem começa kkkkkkkkkkkkk a primeira frase da fic já diz tudo kkkkkkkkkk pobi do padilha
862,Fanfic, as da ela tem fic com parte e terminada e agora ela tem essa nova do link abaixo putz eh viciante amo mt capitulodeprisaosemgrade 
863,Fanfic,a moça que escreve a fic disse nesse cap tem morte e ainda quer que eu leia a pfvr né eu n sou doida meu psicológico ja n é dos melhores e ainda me vem com essa
864,Fanfic, kkkkkkkkkkkkkkkkkkkkkk bom dia boa noite descobre o resto dessa fic e me conta viiiiu
865,Fanfic,a que ponto eu cheguei q acabei virando personagem de fanfic não sei se eu choro ou se eu choro
866,Fanfic, ou pensa no rpg nossa quando eu tô com uma crise pensar no rpg me ajuda muito pq eu começo a fanficar um pouco e isso me distrai
867,Fanfic, qual nome da fic amg 
868,Fanfic,ja criando fanfic achando q eles voltaram 
869,Fanfic, fic menos acreditável que ja vi
870,Fanfic, amg imagina a fanfic de trabalhar junto com o namorado eu amei
871,Fanfic, aquele da fic que ele odeia o natal 
872,Fanfic,acabei de assistir um filme coreano levemente desconhecido e quero fanfic do arqueiro com a princesa lá
873,Fanfic,procuro desde o tão famoso estudo que diz que as meninas biologicamente ficam maduras mais cedo essa é a maior fic já inventada e afeta do mundo 
874,Fanfic,fizeram a maior fic d gostosas comigo e c a ferdanog
875,Fanfic, fic que atraí um hate fudido pro pa legal dms
876,Fanfic,a kelly em todas as fic achando que elas terminaram e super entendendo as reações desastrosas das duas não acreditando quando descobriu que era só amizade kkkkkkkkkkkkkkk 
877,Fanfic,quero só ver como gustavo vai contar essa conversa pros amigos vamos descobrir se ele é fanfiqueiro ou não
878,Fanfic,a laís jura q o arthur faz a cabeça de alguém no quarto fico de cara q eles criam uma fanfic e alimentam até o fim 
879,Fanfic, bom se eu tiver coragem dnv de escrever fic eu te chamo sim mas por agr quero ter forças pra terminar minha au atual e penso em tentar soltar um outro plot ver se atrai atenção de alguém pra eu fazer obg pelas palavras amg e obg por ler minha au
880,Fanfic, a fic kkkkkkk 
881,Fanfic, essa xixa vive criando fanfic pra ganhar like kkkkkk jesus amg n suporto viu
882,Fanfic, que inferno gay cai na fic
883,Fanfic,a fic pronta senhor
884,Fanfic, pare sabia que eu fazia fanfic de steven universo no amino
885,Fanfic,josh ta num avião estou quase morrendo minha fanfic lançou o prólogo e o cast agora e é isso soa meus motivos pra me enterrarem
886,Fanfic,vou procurar uma fic pra ler pelo visto não vou receber esse email tão cedo
887,Fanfic, e gente a fic ta uma bosta kakakakanakskkkkkkkk quebrei d aqui 
888,Fanfic, sim amiga a fanfic tá pronta
889,Fanfic,nossa queria mais fanfic sq aqui no br 
890,Fanfic, eu amei vc tem a sinopse dela nossa faz tempo qnnao leio fanfic em português mas essa me deu mt vontade de ler kfkgkgk
891,Fanfic, me perdi lendo uma fanfic kkkkkk
892,Fanfic,a vai decidir sobre o namoro dos larry na minha fic vamo fia fala logo
893,Fanfic,esse livro parece fanfic haha
894,Fanfic,na fic que eu li vc ja viu totoya juliette 
895,Fanfic,agora as meninas e o luan tem motivo pra fazer uma fic
896,Fanfic,se eu me matar antes de postar uma fic nova vocês me perdoam 
897,Fanfic,mds eu parei p ler fic e capotei acordei agora suabsushs
898,Fanfic, oii sei que isso é meio chato mas se tiver um tempinho livre você poderia ler a minha primeira fic de peraltiago se ler eu espero que goste 
899,Fanfic, se isso n for uma fanfic eu to é sem palavras cara na moral
900,Fanfic,a primeira introdução ao kpop pois escrevi uma fic dela na época q esse vídeo saiu 
901,Fanfic, oii sei que isso é meio chato mas se tiver um tempinho livre você poderia ler a minha primeira fic de peraltiago se ler eu espero que goste 
902,Fanfic,criei uma fic na cabeca q seria maravilhosa se acontecesse
903,Fanfic, oii sei que isso é meio chato mas se tiver um tempinho livre você poderia ler a minha primeira fic de peraltiago se ler eu espero que goste 
904,Fanfic,tá ficando difícil achar uma fic 
905,Fanfic,gente oq tá rolando que fic é essa que a v tá grávida tô entendendo nada 
906,Fanfic, eu pensei nisso assim que o matteo apareceu são mais de anos lendo fanfic meu pai 
907,Fanfic,fui explicar pra minha tia oque era fanfic e ela disse que depois ia pesquisa mais sobre medo do que ela vai acha
908,Fanfic,odieieoo minha vida vou ficar malucsaaa nao existe xiaokazu fic rec em nenhumnlugarrrrr am i supposed to ler todas e no meio do caminho se é boa ou nao fura garganta com um garfo 
909,Fanfic, o cara se deu ao trabalho de criar uma fanfic e eu ainda me dou mal na fanfic pobres não tem direito de ser feliz 
910,Fanfic, preciso ler essa fic ainda não liii
911,Fanfic, parece alguém da fic
912,Fanfic,kkkkkkkk a pessoa cria a própria fanfic na cabeça e quer que eu fique correndo atrás por algo que tá criando na cabeça vou atrás sim confia 
913,Fanfic, um bom começo de uma fic pode escrever q é sucesso
914,Fanfic,baixei umas música meio hardcore p escreve fanfic mas nao consigo para d ouvi set it off pq q eles fazem cmg vsf
915,Fanfic, maturidade cabe até no jogo que bom q ele não deu palco pra fic dela
916,Fanfic, eu me considero melhor escritora de fic doq de au pq au eu faço tão rápido q largo erro pra trás mas fic eu escrevo com todo cuidado do mundo e releio tudinho antes de postar n é q eu seja desleixada mas minha paciência oscila e eu sou ruim digitando com celular kkkkk
917,Fanfic,passando a noite fazendo oq faço de melhor assistir romances de príncipes pega a fanfiqueira
918,Fanfic,não sou mais capaz de ler um livro fisico sou uma incompetente que só lê fanfic em inglês pq em ptg é tudo escrito errado e como sou leiga em inglês me parece melhor 
919,Fanfic, o proprio trailer de fanfic de máfia jss eu preciso
920,Fanfic, ela não gostou pq não fala a língua da fic…entendi
921,Fanfic,foda de transformar meus plots originais em fanfic é que eu queria fazer com relacionamentos saficos mas fanfic eu só escrevo com o exo 
922,Fanfic, qndo é bem escrito é incrível mas tem fic onde é meio q do nada tipo acontece uma coisa e boom no capitulo seguinte eles ja tao se adorando as vezes eu ate fico oshi sera se eu pulei um cap hahaha
923,Fanfic,to querendo tomar banho faz mas tem que o serviço de casa e a fanfic não me deixam fazer nada senhor nao posso me tornar adolescente dnv nao
924,Fanfic,vivo na terra tem dragões na fic tbm um vermelho e outro azul quem está procurando ihza bella 
925,Fanfic, ajude a achar a fic olha só lembro que era jikook abo o jungkook e o jimin são lúpus que podem se transformar em lobos aí o jungkook captura o jimin achando que era uma fera desconhecida mas descobre que ele é o único ômega lúpus
926,Fanfic, deixar fluir sem fanficar cara isso dói mt no peito das românticas
927,Fanfic, muito fanfiqueira a póbi
928,Fanfic,na minha fic arthur é apaixonado pela jade e não quer fazer nada contra ela 
929,Fanfic,ié mona e quando ela saiu do hex mandando eles não interferirem mais na fic dela 
930,Fanfic, a gaga é tipo fanfiqueira kkkkkkkkkkkkkkkkkkkk
931,Fanfic, siim é a fic que eu escrevo 
932,Fanfic, no momento vc só recebe trechos e ideias um dia recebe as fic 
933,Fanfic,tu sabe das fanfic que tu tem 
934,Fanfic, dessas editoras assim eu so compro se gostar muito mesmo da fic entao pra duplex nem to dando muita bola mas stabr me dói o coracao
935,Fanfic,minha fanfic foi para a puta que pariu por culpa da padrão sério kshdkdhdks me jogo 
936,Fanfic, siiim claro o link tá nesse tweet com as informaçoes da fic também se ler espero que goste lt 
937,Fanfic,um comentário e eu comento na fic
938,Fanfic,juli tu ja leu alguma fic tua kkkkkkkk 
939,Fanfic,gente na segunda feira eu vou caçar um curso de inglês motivos quero ler fanfic inglês e quero ver o podcast do xolo e do jacob 
940,Fanfic, pra fic achei exagerada
941,Fanfic,curando ressaca literária lendo fanfic
942,Fanfic,alô alô amigas fanfiqueira 
943,Fanfic,vo le uma fanfic 
944,Fanfic,para vc que gosta de fanfic de malila eu indico a da o nome da fanfic é prisão sem grade capítulodeprisaosemgrade
945,Fanfic,vou voltar a ler fanfic
946,Fanfic, minha maior fanfic da vida
947,Fanfic,chocado q não era fic 
948,Fanfic,minha vó nn caiu na minha fic de que eu tô triste pelo simulado
949,Fanfic,hoje eu faço o segundo capítulo da minha fic tenho fé
950,Fanfic, estou só criando fic msm kkkkkkk
951,Fanfic,eu li a fanfic quanto tinha likes e ela virou um livro 
952,Fanfic,eu odeio pessoas que estão vivendo uma fanfic
953,Fanfic,surto vendo casal de novela sim graças a eles eu evolui como fanfiqueira da minha própria vida
954,Fanfic, favoritando pra ler dps q terminar as fic atrasadas a mais de anos kkkkkk
955,Fanfic,sdd de ler uma fanfic boa
956,Fanfic,finalmente um macho pra fazer fic selena obg aí 
957,Fanfic,eu vendo a novela das sete com essa a vibe de trocas de corpos e só queria ler uma fic com esse plot 
958,Fanfic,ele nem me notou e eu tô na fanfic 
959,Fanfic, garota era muito mais emoção do que ler a fic tipo d vdd era tão superior sdds
960,Fanfic,amanhã tem att da au em ••vou atualizar gangster love ••e atualizar a fanfic ega durante a semana farei uma mega att da au sweet love e já concluo ela partiu surtar nesse domingooooo
961,Fanfic, eh uma antiga fic minha fiquei curiosa e fui ver se algm já tinha falado sobre mas nada ainda bem
962,Fanfic,espero que um dos personagens místicos introduzidos seja a magik é uma fanfic louca da minha cabeça desde quando a série não tinha nome elas tem relação nas hqs mas é o ucm como eu disse é uma fanfic sem sentido 
963,Fanfic,lendo a fanfic eu percebi o qnt eu sou dura com as pessoas preciso tratar disso na terapia
964,Fanfic, é fic hahahahahaha mas eu não duvido de nada 
965,Fanfic,pqp realizei meu sonho de fic beijei dentro do banheiro de escola krl foram minutos lá dentro se pegando
966,Fanfic, real isso ou fic kkkkkk sonhando que seja real
967,Fanfic, dando o papo para o sobre um dos melhores bares de campina grande e ele foii a fic eh real oficial 
968,Fanfic, kkkkkk a fic de centavos meu deus 
969,Fanfic,q raiva não tem uma fic elounor com a escrita boa eu só queria ler uma boa é pedir mt 
970,Fanfic,eu esqueço as vezes que sou viciada em fanfic aí leio meio capítulo e já fico assim das ideia 
971,Fanfic, ui charlotte chata demais nao to aguentando top monogâmica fanfiqueira n aguento
972,Fanfic, mas é uma fanfic boa ok 
973,Fanfic,o alex chamando a norma de baby na fic meu deus eu vou morrer
974,Fanfic, odeio isso em series juro parece fic ruim de wattpad 
975,Fanfic, já assistiiii bem fanfic né mas amei kkkk
976,Fanfic,sou fanfiqueira demais mds
977,Fanfic, que fic nova é essa gente link 
1,Romance, gnt a melhor fic é o cara que foi no catfish falando que queria conhecer a menina que ele conversava pq ele tinha certeza que era a katy perry dai descobriram que nao era ela e ele surtou cismou que o programa tinha pagado a garota pra fingir que ela tinha criado um fake
2,Romance,mano n é possível q tão fazendo fanfic hot do daelo juro o menino tem literalmente anos
3,Romance, do jeito q as coisas tão prefiro me mata doq esperar viver meu romance de fanfic
4,Romance, queria tanto já não chega ser viúva de hyx que nunca vem agora tenho que sofrer com essas ideias de fic que não encontro só sofrência aiaiai
5,Romance,tem um menino q eu sigo no insta q juroooooo minha paixão platônica minha maior fic de todas esse garoto
6,Romance,sdds de ler uma fanfic lisoo ou chaesoo cheia de clichê e muito romance
7,Romance, lembrei das fic que colocam o gregory tendo um crush na pen 
8,Romance,eu criei uma fic com o menino que eu conheci lá no rio e pra todos que estão duvidando de mim vai acontecer ainda cs vão ver
9,Romance, esse povo criando fic com a menina que ninguém sabe se tá nem viva
10,Romance, tá falando do dia que ele defendeu o renato gaúcho cobrando mais seriedades dos jornalistas de qual romance tu tirou essa fic de dar os nomes pra mancha verde hahahaha cada um que acho no tt 
11,Romance,vou contar uma história eu usava o bumble né aí um menino deu match cmg e eu chamei ele p conversar trocamos instagram e a gente se seguiu ele falou p mim que jogava tarot aiiiii pedi p ele fazer cmg em chamada de vídeo e td que ele puxou nas cartas aconteceu e não não e fic
12,Romance,pa correndo ao encontro de jade me deixem com minha fic 
13,Romance,esse menino tá passando vergonha real menos meu filho mas bem menos vai viver tua vida e para de fazer fan fic com quem explicitamente não te quer plmds
14,Romance, escreve fic pelo q eu lembro foi a menina do print e eu te mandei q tentou me dar fecho
15,Romance,hj eu compartilhei de um momento incrível com meu crush da escola peguei copos pra gente e ele colocou o meu café e o dele o diálogo foi curtíssimo eu nunca sei como reagir kkkk mas deu pra fanficar um pouquinho
16,Romance,a menina desenhando fanfic dela com o menino da lojinha eu vou passar mal 
17,Romance,me encontro escrevendo pq não acho nenhuma fic que supra meu tédio e as au que gosto estão todas paradas
18,Romance,nao serio vou ler aquela fic que o daniel fica com a irma da ex morta serio queria encontrar a menina que escreveu essa fic pq eu amo muito ja li mil vezes
19,Romance,tô terminando uma oneshot que é fanfic de um livro nacional que li esses dias e vou publicar ele no wattpad e ai vou começar a trabalhar em um romance fake lovers pra publicar na amazon
20,Romance,virei amiga da crush kakakakaka a fanfic tá pronta
21,Romance, mas pra mim é a mulher gato que mais se distancia de ser somente a namorada do batman diferente das hq ela tem o porque do romance e tem motivação para fazer o seus corre nunca vi química entre os dois mas nesse filme eu comprei a fic
22,Romance,mais infos desnecessárias sobre o after tinha uma menina parecidissima com a kate y maravilha na festa super produzida antes de ir perguntar pra ela já tinha espalhado a fic pra metade da festa quem era ela 
23,Romance,esse negócio dessa menina procurando o cara q ela beijou é fic minha gente pelo amor aí aparece o cara dizendo que chegou na namorada dele já pegaram print anterior a isso com eles interagindo aqui 
24,Romance,criei uma baita fanfic cm o menino do terminal e do nada ele aparece namorando sem me avisa 
25,Romance, o curioso caso da menina que foi pegar o link da fanfic e nunca mais voltou
26,Romance,eu quero viver um romance de fanfic
27,Romance,a menina cria a fic dela e ainda espalha atualiza a fic na hora de dormir filhona
28,Romance,sério leiam essa fic nela tem neil indo pro encontro agredindo todas as leis da moda andrew comendo as coisas apimentadas só pq ele é muito gay pelo neil andrew caindo da cadeira no encontro andrew tenso gay panic com o neil falando francês é tudo de bom 
29,Romance,essa menina é muito estranha ela me manda mensagem na dm loucamente e fica fazendo fanfic com meu nome vei 
30,Romance,hj no ônibus tinha uma menina lendo fanfic em voz alta a vergonha alheia que eu senti mano
31,Romance,eu acho engraçado que as fanfic que a galera tinha na adolescência sempre envolvem romance sendo que a minha fanfic era que o gandalf o d mbl dore e o oráculo de w i t c h apareciam ao mesmo tempo pra me pedir pra salvar os mundos deles 
32,Romance,eu preciso ir num chiluc date em genshin urgente eu não tenho mais a menor vontade de jogar tenho que introduzir fanfic no jogo
33,Romance,date de hoje jogar jogo de fanfic e morrer de rir e ficar eita
34,Romance,cara eu odeio quando eu to lendo uma fic e no começo aparece ai o a namorado a de harry louis tipo essa porra só atrasa o romance dos larry 
35,Romance,onde encontro a fanfic da selena gomez e faustão gostaria muito de ler
36,Romance,a menina malvada e eu debatendo sériamente sobre uma fanfic de sugar daddy 
37,Romance, menina eu to obcecada nesse livro inclusive escrevendo fanfic meu deus suzanne alugou um triplex na minha cabeça
38,Romance, o deus não tô defendendo não colega eu falo sobre a autora e não sobre a fic se você ler os comentários acima vai ver meus diálogos com uma menina chamada manu da uma lida pra ver se to defendendo algo 
39,Romance,com anos eu já tava postando fic de crepusculo e my chemical romance 
40,Romance,e eu q achei q betty da taylor swift fosse ela saindo do armário mas eh na visão de um menino de uma fanfic q ela criou
41,Romance, menina ela é igual águas de março pra mim aquela fic reconfortante pra preencher o coração
42,Romance,serio viver uma fanfic de romance escolar com coisas bobas como cartinhas e saidas pra tomar sorvete 
43,Romance, amiga eu tbm já criei toda uma fic de como seria o encontro as conversas como seria tudoooooooo tenho o script montado e como uma boa sapatao emocionada eu já planejei até uma vida filhos cachorros enfim a iludida
44,Romance, menina kkkkkkkkkkkk eu tava comentando justamente sobre isso esses dias voltei para um buraco de sterek tyler hoechlin dylan o brian dai foi só ladeira abaixo bknsbsblb é ler fanfic na hora de dormir nos intervalos e ouvir playlist te kinning por certos personagens
45,Romance,cheguei no auge da minha vida minha mãe lendo fanfic de menina pobre q vai pro eua virar baba de criança órfão
46,Romance,a mãe criando uma fanfic do menino do mercado comigo que porr
47,Romance,o boyzinho do provador ao lado elogiou minha roupa e a fic já tá pronta aqui na minha cabeça
48,Romance, deixa oa menino ser feliz que odio parem de conteudo projetivo nao é pq vc quer que fulano interaja com ciclano que ele vai eles nao recebem o roteiro da sua fanfic e ame os todos os sem saco pra anti e shipper tóxico 
49,Romance,quem nunca viu por aí uma fanfic de s n que tinha perdido os pais e morava num futuro pós apocalíptico e tinha um romance com insira algum membro do bts one direction com capas feitas no picsart e mudanças no html pra edição ficar mais caprichosa que atire a primeira pedra 
50,Romance,tive lendo pelo twitter e fiquei com vontade de falar sobre dizer uma menina de anos não faria uma fanfic é o mesmo que nunca vi uma menina de anos toda menina de anos fanficou alguma coisa ainda mais na época que o filme passa início dos anos segue o fio 
51,Romance, nessa fic acho que não pelo que me lembro ambas não eram ciumentas a esse ponto a trama dessa fic gira em torno das duas e da filhinha da tiff onde o pai da menina tenta tirar a criança da tiffany
52,Romance,a protagonista desenha fanfic com anos como assim a menina age como a idade dela 
53,Romance,a menina atua fanficando kkkkkkk
54,Romance,rindo demais com todas replys sério falar q é irreal meninas de anos fazer fanfic vcs não sabem e não estão preparados para o q uma menina de anos ainda mais no auge da nerdice é capaz de fazer kkk
55,Romance,do nada lembrei que sonhei acho que uma menina que sigo tá pegando uma outra mina que sigo agora não acho nos tweets se é verdade ou não não tenho intimidade pra perguntar pra nenhuma das duas só queria confirmar se é fofoca ou fic
56,Romance,alerta de causo que parece fanfic mas eu juro pela minha felicidade que não é tem uma menina na sala que se chama kardashian
57,Romance, mano que bizarro e esse filme lixo veio de uma fanfic do wattpad em vez de adaptarem uma fanfic de qualidade eles reproduzem cópias de tons de cinza que é basicamente um enredo meia boca com porno adolescente não faz nem sentido um cara rico querendo o wifi da menina mano
58,Romance, não é fic não amg é um livro um romance que espero terminar até o meio do ano
59,Romance,parem de fazer fanfic imediatamente a vida é mais que romance e putaria rapaziada
60,Romance, estava eu em uma festa toda marota no auge dos meus anos idade que vivia aguardando o momento em que minha vida se tornaria uma fanfic notando um boyzinho bonitinho ele parecia me notar também começou então a missão de conquistar a atenção 
61,Romance,pausa na fic para falar que esse romance tá demorando de mais
62,Romance,o jeito que essa menina fica criando fanfic é diferente
63,Romance,o mundo era mais bonito quando eu só lia fanfic era apaixonada pelos personagens e não pelas pessoas reais vivia meu mundo e achava que a qualquer momento trombaria com uma menina de coque frouxo saindo do starbucks
64,Romance, socorro me encontro extremamente sensível feliz te vendo tão contente com a fic que bom que vc conseguiu aproveitar a noite lendo 
65,Romance, isso aí era meme pq o menino da foto parece muito com o namorado dela já fui averiguar se a fic era real
66,Romance,a fic q eu to montando com essa meninameu pai amado
67,Romance,a menina que eu sigo no tt falando do morro dela acho incrível renderia uma ótima fanfic
68,Romance,hoje vi uma menina com a tatuagem da fanfic do neoqav
69,Romance,aí blz passou essa hora da dinâmica ser a gente pedindo comida em um restaurante e minha mente fanfiqueira jurando que a gente já tava em um encontro
70,Romance,eu tenho q parar de imaginar q vou viver um romance de livros fanfic é por isso q eu fico frustrada
71,Romance, fic você vai encontrar ele e viver um romance com ele
72,Romance, eu vivo por uma fic colegial friends to lovers ou strangers to friends to lovers amo tbm mitologia e soulmatesss tanto q tenho uma os com esses dois misturados não sei explicar o gênero mas sabe fic q o romance acontece em ambiente de trabalho adoro
73,Romance,se em hell q eh uma long fic mais lentinha no romance q fake meu alcance caiu pra caralho quando eu soltar akai só vai ter eu e pessoas acompanhando
74,Romance,apaixonado no menino que mora a quilômetros de mim será se um dia a fanfic que eu criei da gente vai acontecer de verdade 
75,Romance,a menina tem um card inteiro no fixado pra fanfic e não tem uma fanfic
76,Romance,fui assistir através de minha janela e parecia q eu tava lendo fic de uma menina d anos do wattpad
77,Romance, acho um absurdo críticar a menina pq nem fic ela fez só adaptou se quer reclamar com alguem deveria falar com a autora verdadeira
78,Romance, queria me beijar na praça da alegria daí eu meio q virei né daí ele não me beija na rural n daí eu vc é branco ele sai daí palmiteira do crl rimos a fic pronta o drama do menino branco
79,Romance,a fic uma menina passou pela catraca do ônibus e o botton de arco íris dela caiu no chão acabei pegando pra ela pq pelo visto ela não percebeu e ela agradeceu e sorrimos um pra outra aí a mulher que estava do meu lado saiu e não é que ela veio sentar do meu lado mesmo no sol 
80,Romance,viny real eh a antagonista entrometida e arranhada daquelas fanfic adolescente de romance do wattpad 
81,Romance, passou o date todo ouvindo fic então kkkkkkkk
82,Romance,se esse diálogo aqui não for fic esse menino precisa sair urgentemente pra se cuidar 
83,Romance,a fanfic da gata eu voltar pra recife e lá vai ter o show de menor tody no nb aí eu vou e vou dormir na casa de uma amiga e pá aí vou pro show chegando lá encontro ele mariana larissa e pá o nosso bonde q nois conhece aí ele me ver e não me reconhece nem eu reconheço ele e 
84,Romance,eu era tao dodoi gostava de fanfic dark romance 
85,Romance,vou contar pra vcs a fic do meu sonho com o menino q eu pego peguei pegava indefinido 
86,Romance, simm imagina o encontro ao som de daniel já criei a fanfic kkkkk 
87,Romance,lembrando aqui de quando lia a fanfic little crush mds mts surtos por zayn
88,Romance, so qria entender ql foi a fic dessa menina
89,Romance,é normal eu criar uma fic na minha cabeça de um romance adolescente clichê com pessoas q eu obviamente nunca terei nd e concerteza nunca irá acontecer mas por algum motivo eu sonhe q um dia aconteça 
90,Romance, eu escrevia fanfic camren pro wattpad quando eu tinha anos daí minha professora de redação na época minha prof preferida disse que leu tipo eeeh eu li suas histórias minha cara foi no chão menina eu escrevia cada naquilo ali
91,Romance,eu quando sou dependente emocional e encho minha cabeça de fic e série de romance 
92,Romance,kkkkk aos eu tinha mais de quinze fanfics em andamento shipando bandomen de vk os temas variavam desde o básico romance adolescente colegial até histórias de suspense e assassinato toda vez que eu encontrava minha prima a gente escrevia uma fanfic nova 
93,Romance,com anos eu escrevia fic onde o bill o tom é esse o nome dele de tokio hotel viviam com uma menina melhor amiga deles que era obviamente minha self insert 
94,Romance,queria viver um romance de fanfic mas qualquer pessoa que chega em mim eu recuso 
95,Romance,eu falei que eu gosto de fanfic o menino da rindo muito da minha cara eu vou bater nele
96,Romance,menina morre de depressao após terminar fanfic sad
97,Romance, menina tava ontem comentando sobre a fic com minha amiga deu muita sdds a a a a a fazia tanto tempo que eu não entrava no grupo aí fui olhar pra ver se teve atualização 
98,Romance, a vi gostar da caitlyn mesmo ela sendo “nova dms na época” ficar com a menina depois bebada tipoo eu tava achando ok mas com a informação de que a vi já gostava dela isso parece mt “proposital” e essa fic viro creeppasta sksk
99,Romance, ai amg nem é romance eu acho que não tá aparecendo mais eu me iludindo e fanficando sozinha mesmo
100,Romance,a menina falando q a fic ruim eh uma das favs dela garota vai se tratar
101,Romance, amg eu escrevia fanfic de naruto de one direction e de pjo com uns personagena self insert meu principalmente os de pjo a sorte foi que eu nunca postei mas eu forçava minha prima a ler todas deve ser por isso q atualmente a gnt n se fala mais eu traumatizei a menina 
102,Romance, aquela menina de ontem amg tá fznd a fic lá totalmente preocupante
103,Romance, aquela menina de ontem amg tá fznd a fic lá no perfil dela
104,Romance, nuss graças a deus pela sua nova obsessão então ela vai me proporcionar muitas alegrias já me encontro ansiosa para ler a fic dos rivais a tensão dessas são sempre as melhores
105,Romance,a simone falando q o bebê é menino e q ela nunca erra kkkk é o fim da fanfiqueira 
106,Romance, não encontro a pessoa que disse que queria ver minha pasta de mas tá aqui 
107,Romance,a menina vivendo uma fic com o gage gomez 
108,Romance,mn eu sinto vontade de ler esse livro infelizmente os anos lendo fanfic romance gay me fizeram enjoar que odio pqp 
109,Romance,mano eu tô vivendo umas coisas mt surreal com esse menino a primeira vez q a gente fico foi na laje da minha casa vendo as estrelas já corremos as da manhã chovendo voltando de uma festa sinto q eu tô vivendo a fanfic o irmão da minha melhor amg
110,Romance, naoo eu e a menina que fez somos amigas mas foi pura coincidência haahhahahaha eu não tinha visto o comentário dela e ela não tinha visto meu plot ela vai fazer uma fanfic de capítulos e eu vou fazer au mas a história é diferente hahahahaha
111,Romance, com todo respeito mas nossa parece que fizeram no ibis paint pra uma fic do wattpad feita por uma menina de anos
112,Romance,queria muito viver uma fanfic não precisa ser de romance uma de qualquer coisa parece que minha vida tá tão chata eu só faço coisa pra faculdade
113,Romance, ai menina a fic tava a coisa mais linda ai do nada mó tristeza ja larguei que isso
114,Romance,a pessoa achando ruim a menina com anos escrevendo fanfic como se das fanfics nn fosse de gnt dessa idade 
115,Romance,lembrando aqui da fic que o azriel não pode dormir no mesmo quarto que a elain pq eles estão no plot de romance proibido daí ele manda as sombras irem trepar com ela no lugar dele
116,Romance, esse menino vive de uma fan fic na cabeça dele
117,Romance, fanfic de hellboy mas a menina não era elfa 
118,Romance, aí menina aumenta a fic desse jeito
119,Romance,a fanfic de hoje é que sexta encontrei aleatoriamente num bar hetero top uma menina que dei match no tinder achava que era fake e parei de falar lá estava ela no bar começamos a conversar de novo depois disso e descubro que ela escuta minhas músicas 
120,Romance, ele só elogiou a menina o tanto de membro que já elogiou teume e flertou mas todo mundo levou na brincadeira mas essa doida também fica alimentando a fic sabendo como fã é sempre vai ter gente shippando e gente brigando e no final quem se prejudica é o yedam
121,Romance, como assim várias cabou minha fanfic 
122,Romance, saaaabe e sabe muito viu não é a primeira vez que ouço ele falando disso kkkkkkkkk sabe o que é broderagem fanfic passo mal com esse menino kkkkkkk
