,Classificacao,Tweet
235,Romance,ao invés de viverem em um mundo de negação e fanfic deveriam se colocar no lugar de fã e só dar amor em vez de fazer da vida pessoal dos favs um livro de romance tem pessoas que superam e querem só respeitar a decisão dos favs mas outros insistem em ficar no mundo de alice
236,Romance, mas pq as pessoas fazem vc tem que fazer igual o menino só se expressou tá chateado e vc inventa um fic dessa me poupe 
237,Romance,a menina se acaba na siririca lendo fanfic de membros do bts não consegue ver uma amizade entre dois homem heteros em uma obra nipônica sem fantasiar que eles formam um casal gay e além disso tudo ainda consome em massa hentai yaoi somente por ter sexo gay 
238,Romance, menina é na fic
239,Romance, a menina inventou uma fic e foi pega no pulo
240,Romance, eu vi agora kkkk q ódio eu q acreditei na fic da menina
241,Romance,alguém me falou de um livro fanfic nem lembro onde tinha uma menina imune a várias coisas e ela cultivava todo tipo de planta venenosa no jardim dela pelo amor de deus quem foi que me falou isso e eu não lembro o nomeeeee
242,Romance, ninguém perguntou nada menino feio kkk isso é pra fanfic e prato cheio pros sites de fofocas se manifestar
243,Romance,fofoquinha o menino do tweet abaixo tem um irmão gêmeo idêntico que não estuda na nossa escola e o gêmeo que eu tô falando no tweet abaixo tem fama de ser extremamente babaca e pasmem o irmão dele é exatamente o oposto dizem que ele é um fofo gent jakaa a fic já vem pronta 
244,Romance,meu deus do ceu tinha mó tempão que eu não via aquele menino daí ontem vi ele e achei muiitoo gatoo tirei fotos dele escondido eu e a polly ficamos criando fic pra próxima vez que eu for ver ele kkkkkkkkkkk
245,Romance, risos que é isso menina tu é phyna elegante e inteligente personagem perfeita pra uma fic 
246,Romance,mn eu tô com mt raiva de um pia da minha sala que ódio e de uma menina tbm a ketlin e o gabriel que ódio deles sabe pq pq a ketlin falo para o gabriel que eu queria fazer uma fic bl yaoi dele com o melhor amigo dele mas é mt mintira mas agora tenho certeza que ele tá qué me mata
247,Romance,toda vez que eu falo com esse menino ele me lembra a fanfic que eu escrevi
248,Romance,tô fanficando um romance brabissimo na minha cabeça pqp
249,Romance,o curioso fato do menino que não cansa de fazer fic na cabeça
250,Romance,perdi o encontro das pombas antes e acabei de ver que teve narração de fic 
251,Romance, tem muitas em br também kkkk mas ainda é pequena a proporção existem muitas fics onde vc pode ser a menina da fic por isso te perguntei se gostava de fic a sooha é literalmente a encarnação da sn seu nome das fics pras engenes se sentirem com os meninos 
252,Romance, tá parecendo aquelas de fanfic q o cara coloca a mão na parede pra menina não passar
253,Romance, eu adoro esse romance de vocês vou escrever uma fanfic
254,Romance,véi eu assisti traves da minha janela e assim… que filme de centavos essa fanfic foi escrita por uma menina de anos que precisa de terapia urgentemente pq ela deve ter um daddy issues aí no meio daquela loucura de cabeça dela e agora eu tô traumatizada também 
255,Romance,minha mãe achando que eu tô vivendo uma fic com um menina da minha sala kkkkk imagina se ela soubesse 
256,Romance,essa fic é tão boa meudues nunca vou viver um romance igual ao deles to muito mal 
257,Romance, amiga eu tô ficando com um boy que todo date parece uma fanfic kkkkk gratidão universo
258,Romance,o menino tava de fic cmg a exatamente uma semana atrás kkkk piada olha
259,Romance,égua gente… criei uma fic e deu certo fiquei com o menino 
260,Romance, a gente já usou esse menino numa fanfic nossa lembra kjkkkkkkkkkkkkkkkkkk
261,Romance, de menino de fanfic para gostosao
262,Romance,qm quer saber a fanfic todinha do menino q eu to interessada e tem mta coisa antes disso pra contar eai qm quer saber 
263,Romance,esse povo que faz crush duvidar da sexualidade é coisa de fic
264,Romance,tem uma menina que acho que toda semana tá relendo twins já vi ela votar tantas vezes na fic q fico impressionada kkkkkk vamos ver se tiro tempo pra escrever só pra deixar essa guria feliz
265,Romance,doidinha p saber dessa fic e a desgraçada da menina para de falar cmg que ódio
266,Romance, menina amar offgun é caminho sem volta eles são tu do me perdi tem uns meses já já assistiu theory of love tem momentos que passei raiva e deu vontade de matar um mas é uma fic que virou série então releve mas vejaaaaa
267,Romance, rsrs fiz o mesmo mas posso bolar uma fic de encontro num café 
268,Romance,to tao acaba que nem consegui perguntar em ingles quantos anos o menino aqui tinha imaigna qdo eu for traduzir a fic
269,Romance,mais fanfic parthur essa é menino rebelde 
270,Romance, ai mulher mas vai cria a fic da menina mais noba que se destaca lá 
271,Romance,encontrei uma menina online que me mandou tu é a toph bei fong né e eu não entendi de primeira aí lembrei que meu nick durante anos em sites de fanfic era esse sdds inclusive
272,Romance,karol vivendo um romance de fanfic gente eu quero isso pra mim aaaaaa
273,Romance, personalidade toda do menino na fic é essa kkkkkkk
274,Romance,sunoo menino vai com calma tu é vampiro e não respira mas o jay sim com esse beijo tu vai m o menino então dá uns minutinhos para ele recuperar o ar e depois tu volta a beijar ele blz 
275,Romance,já está sem graça ficarem dizendo que a nat tá grávida forçando essa fanfic sem falar que quem gosta mesmo dessa menina jamais desejaria que ela saísse grávida do bbb de um cara q não tá nem aí pra ela aff ridículo o vip globo lixo
276,Romance, o menino doido postando fic e que todos os homens dão em cima dele jss
277,Romance,a menina disse q o mlk tava me encarando com um sorriso bobo no rosto vou fanfic sim
278,Romance,a minha fic fixa é saber que meu crush da ° série também gostava de mim e a gente mantêm contato até hoje
279,Romance,a viagem as fofoqueira do bairro pegam o homi com a boca nas teta da menina e vcs tao fanficando que ainda assim vai se chegar num ponto que ele ta quase casando com a irmã dela vão ler os livros por favor 
280,Romance, uhumm kkkkkk a gente morria com as fic que ela criava na cabeça dela de que todo menino bonito do colégio ficava olhando pra ela toda vez q ela passava
281,Romance, essa menina passou a prova inteira criando fan fic dela ridícula 
282,Romance,queria viver uma fic bem fic sabe no nipe assim um menino pede pra ficar cmg mas eu falo que não tem graça sem sentimentos então vamos tentar se iludir e dps se largar pra ficar marcado na mente pra sentir algo só q a gente começa a sentir muito e não consegue se separar
283,Romance,ler fic ta me fazendo querer um romance
284,Romance,quis são as chances da autora dessa fanfic ser essa menina 
285,Romance,fiquei imaginando eu fazendo uma fic no wattpad d amonha amg e a crush dela
286,Romance, são mt chacota cara kkkkkkkk até a menina falou q n se envolveria aqui fora e esse povo com essa fic
287,Romance,a menina faz a fic dela faz todo mundo chorar e ninguém pegou pelos cabelo e jogou da escada olha sinceramente 
288,Romance,tô admirando uma menina no ônibus pelo reflexo do vidro da porta tá muito fic 
289,Romance, acredito nessa fic pois é bem possivel ate pq os dois se beijaram logo no inicio do anime é um romance que mecanismo 
290,Romance,fanfiqueira com crush em emo e fissurada em uma boyband com membros purinha eu com anos também
291,Romance,lembrei daquela menina que falou q queria ser cunhada da tata werneck e a tata viu o tweet e ficou de fazer ela conversar com o francisco no q sera q deu essa fanfic 
292,Romance,motorista de app carro cheiroso ouvindo louvor bonito e educado já começo a criar uma fanfic desse romance
293,Romance,criando fic com um cara q era meu vizinho em q eu tinha um leve crush e a gente vai ficar anos depois
294,Romance,não sei pq ainda leio fanfic fico me iludido pq sei que nunca vou viver um amor romance tão intenso como as dos personagens 
295,Romance,queria viver um romance de fanfic 
296,Romance,to fanficando um romance entra a bruna marquezine e o xolo
297,Romance, menina ja to fazendo a au grecy tenho kinha fic no wattpad ta bom
298,Romance,mano esse menino da terceira foto tava em toda fanfic de pra trás será que ele sabe que ficou famoso no mundo fanfiqueiro 
299,Romance,o menino comprou ingressp pro show do jap só pq viu q o leo ia e criou uma fic na cabeça dele q eles iam ficar juntos no show meu deeeeeeeeus
300,Romance,esse menino sempre postando essas fic zzz preguiça 
301,Romance,tô aqui escrevendo uma fic na minha cabeça na qual eu saio de casa e encontro uma sapatao belíssima que se apaixona por mim e a gente vive uma história de amor regada a cerveja e viagens realidade odiando todo mundo no tinder 
302,Romance,sofreu nada menino ele é fanfiqueiro 
303,Romance, menina de eu te contar um negócio tu vai me chamar de fanfiqueira e com razão pois nem eu tô acreditando 
304,Romance,essa menina fanfiqueira na tl tô passando mal vcs caem em td
305,Romance, nossa menina todo dia esfregando na cara q minha fic não vai rolar
306,Romance,poe kinnies que queriam viver um romance boiola digno de fanfic mesmo odiando romances extremamente melosos
307,Romance, no fandom de um dorama chinês tem uma galera perseguindo e falando mal de uma menina que faz fic 
308,Romance,pra que esse menino foi me seguir a fic já está mais que pronta 
309,Romance,o incrível dom que esse menino tem de criar umas fic na cabeça dele e ainda falar p mainha
310,Romance,o matias gritando cmg no almoço falando que a menina que eu dei um fora não vai subir no palco e cantar pra mim e depois me manda subir no palco é me beija igual uma fic de milhões só pq eu quero ela de volta ódioooo
311,Romance,quero um romance digno de fanfic q eu conto q e as pessoas ficam tipo oqwwqwwwq mentira mano 
312,Romance,minha irmã acabou de me perguntar se o meu crush é nerd pra piorar ela tá decidida que eu preciso mandar msg pra ele a menina já criou a fic toda gente não tem nem como escapar
313,Romance,na moral q minha história de amor romance odio humilhacao etc com a nayu daria uma puta fanfic quem vai ser o campeão q vai escrever p nois rsrsrs
314,Romance,hoje no ônibus tinha um menino que comprou duas trufas de uma ambulante eu comecei a imaginar a cena dele dando aquela trufa pra pessoa que ele gosta uma cena tão fofinha passou um tempo ele comeu uma delas e acabou a fic
315,Romance,amei que o meu pai é o menino da fic do casal no shopping amei
316,Romance, ué amg ele tava ficando com uma pessoa e essa pessoa era amg dos donos da casa eles passaram lá e os donos da casa pediram p harry deixar uma lembrança p filha deles e ele deixou aí quando a menina postou postou a fic do carro quebrado
317,Romance, moço não fala isso que eu criei um fic na minha cabeça porque o crush curtiu o meu
318,Romance,a menina perguntou o que eu gosto de ler no caso nada e se eu responder fanfic o dismatch é agora 
319,Romance, faz uma festa de casamento fake contrata uma menina pra fazer o papel de noiva vocês dançam conversam trocam números se apaixonam de verdade um tempo depois vocês casam de verdade reage fanfiqueira bota um cropped escreve tua fic haha
320,Romance,hoje foi um bom dia trabalhei c grupo de crianças tive c o mocinho aka o meu mais recente crush em contexto de trabalho mas ok att da fic do tho tive direito a um comentário bonito do tho sobre um textinho meu tive uma tarde divertida no estágio c a magalhães e a teresa 
321,Romance, impressionante como essa mesma foto desse menino é usada em fanfic faz um seculo quando vc menos espera ele volta
322,Romance,esperando ansiosamente pra chegar em casa e ler a fic das taeny que é uma mistura de putaria com romance
323,Romance, a fic da menina
324,Romance, tava tentando ler a fic de uma gringa ontem ai perguntei mas até agr ela n disse nada aí eu abri o fixado mas tem várias lá como vou saber qual é menina chora 
325,Romance, menina acabei de ler uma fanfic que me passou muito a vibe dessa fanart breath mints battle scars no linda arte meu desvio de personalidade é amar dramione
326,Romance,não essa menina não tá lendo fanfic de pegação no meio do trabalho não né
327,Romance,queria uma fic com o louis meio nerd garoto das artes e harry garoto popular frat boy q tem um romance bem lindo com ltops 
328,Romance,top coisas que eu acho horrível em fanfic a menina ser bv e quando fala isso pro par romântico ele já sai beijando ela serio pessimo
329,Romance, nota pra fic faltou a menina se chamar nina e um cachorro na história
330,Romance,tenho que confessar uma coisa toda vez que eu peço ifood fico na esperança de ser o boyzinho que eu queria ter flertado no dia que estava horrível mas nunca é a mente de fanfiqueira
331,Romance,li fanfic com a menina estranha da sala hj achei mt foda
332,Romance,lendo uma fic em que o doyum é stream i down bad de verdade por este menino
333,Romance,a menina que eu conheci na praia vai vir me vê a fanfic meu pai
334,Romance, hauahaua gostei disso não conhecia menino fui dormir super tarde por causa da fic sksks
335,Romance,eu sabia que tinha uma leve fic de que eu tinha namorado essa menina coisa que nunca aconteceu porque ela não me deu bola na época mas um bairro todo saber da fic e acreditar vou me m
336,Romance,tô lendo uma fanfic de uma mulher q perdeu a memória e só se lembra de viver até o colegial e agora ela tem anos e é casada com a menina q ela odiava na escola e tem um filho e ela tem q aprender a lidar com tudo isso mesmo n lembrando dos últimos anos
337,Romance,nossa isso me lembrou uma fic com o jungkook q apareceu num grupo q eu tava e achei a menina da capa mt parecida … — ajdhsjdjsjjd eu fui verrrrr essa menina eh linda demais sigo ela no instagram quem me dera ser parecida kkkkkk 
338,Romance,tá explicado o pavor que ele tinha de levar um toco o menino tava vivendo a fanfic dele 
339,Romance, menina tô numa fic kkkkkkkkkkkkk ou ela faltou por vergonha mesmo 
340,Romance,depois das revelações sobre o crush do pa na jade eu imagino como foi aquele acho que te vi uma vez no aeroporto deve ter dado voltas pra passar por ela mil vezes deixado cair coisa na frente dela tudo fanficando o encontro de olhares e o romance que podia nascer kkkkkkkk
341,Romance, eu odeio plot de amnésia mas é qnd é romance sabe me da ódio mas numa fic triste oneshot nesse contexto ou amaria
342,Romance,aproveitem esse tópico e vão ler essa fic da nes mamãe coruja de menina 
343,Romance,mano tem um menino na minha escola q parece muito americano ele tipo muito alto cabelo cacheadinho loiro olhos claros e até as roupas dele parece de lá aqueles shorts curto mds ele é mt lindo já to criando uma fic preciso saber o nome dele
344,Romance, amigo vc precisava ver a cara dele de quem sabia que eu ia reparar naquele bambolê gigantesco existe um tipo de tensão ali que eu não sei explicar provavelmente só fanfic minha mas olha que sou lerda então… enfim crônicas do crush da academia
345,Romance,tento não ser fanfiqueira mas hoje o crush pediu pra revezar o agachamento comigo e ainda ajudou a montar a barra bote um cropped meu querido 
346,Romance,tem uma menina na minha tela que sempre postou fic kkkkkkkkkkkkk a pobi não tem credibilidade mais se ela falar que vai dizer que é mentira
347,Romance,tenho crtz q no off essa menina siririca com fanfic camila amp you 
348,Romance,eu só digo uma coisa quem me namorar vai precisar gostar de romance… porque é tanta fic que eu leio que sou cheia de referências pra coisas romântica
349,Romance,eu falei que queria um romance tipo fanfic mas não cigarettes after sex da catarina deus
350,Romance,eu linda lendo fic menina ai tá lendo o que eu hummmm um negócio aí que uma amiga me mandou
351,Romance, o que aconteceu com aquela menina fanfiqueira devolve ela imediatamente pra mim 
352,Romance,renovem as fic pesquiso romance de realeza e só aparece coisas como vc foi selecionada para competir com outras garotas o coração do príncipe 
353,Romance, pfv me diz q vc nn fez q nem o menino de teen wolf e comeu o próprio irmao no utero meu lado fanfic fala mais alto
354,Romance,ok eu tô literalmente assistindo uma fanfic acontecer o menino na biblioteca tocando violão e cantando natiruts a menina chegou e puxou conversa sobre violão trocaram o número ele tá ensinando ela a tocar agora meu coração de fanfiqueira dorme em paz hoje
355,Romance,na minha fanfic a tânia deve se envolver com algum projeto do comitê do laço lilás só para fazer média com o otto e alguma ação no bem te vi deve alcançar a celeste de alguma forma e as duas vão se cruzar pela primeira vez muito melhor do que um primeiro encontro na padaria 
356,Romance, menina eu vi q alguem morre é vdd tava louca pot essa fic mas fiquei com medo ahahha
357,Romance,não q esse patch de atualização de cyberpunk tenha arrumado todas as merdas q o jogo tem mas o fato da judy já ter enviado msg novas já tá tipo na minha fanfic de romance 
358,Romance,eu tenho medo de ler em público e as pessoas acharem q eu sou uma daquelas meninas chatas q se acham as diferentonas pique menina de fanfic 
359,Romance,comecei a conversar com um menino da minha turma q parecia bonito ele não é oq eu esperava mas é bookstan ent ja criei uma fic imensa
360,Romance,e meu crush da faculdade que pediu pra eu fazer o seminário junto com ele a fic já vem pronta vou montar um roteiro e fazer um vídeo no tik tok
361,Romance,minha vida é um fic pprt descobri q qnd eu tinha uns anos frequentava uma praia passou anos voltei pra mesma praia só que namorando um menino de lá
362,Romance,fui mostrar um vídeo meu e da lauren a menina e ela falando q já leu uma fic com a lauren mds
363,Romance,essa semana tô revendo filmes de romance antiguinhos e fanficando horrores depois n sei pq n arrumo namorado nunca os padrões elevadíssimos
364,Romance,eu pisco e encontro fanfiqueiro escritor nem preciso me esforçar mt
365,Romance,gente tem um cara que comentou aí q se encaixa certinho to esperando ela e ele anunciarem um romance daqui uns meses ai alguem faz essa fic acontecer por favor os dois gostam de jesus e biologia 
366,Romance,estudo com uma menina que criou uma fic que eh minha amiga só pode 
367,Romance, nossa tal idol n pode sair pros lugares que vcs ja se enchem de fanfic e na sua cabeça eles não podem ser amigos né tem que ser encontro
368,Romance, amg isso me dá uma raiva enorme uma vez tava lendo uma fic wangxiao e em um dos comentários a menina literalmente contou o final da história e pasmem todo mundo tava pedindo pra ela apagar e ela simplesmente respondeu não sei pq comentei isso e não apagou continua lá 
369,Romance,vou ler outra fic de romance assim pra eu ficar mais triste
370,Romance,a única coisa boa q minha vó por parte pai fez foi me fazer ler crepúsculo me deu todos os livro incluindo os extras tmb me deu uns livros de romance levemente explícitos que me fizeram ler fanfic uma péssima influência 
371,Romance,hj uma menina olhou pra mim no ônibus e eu como sou emocionada já criei uma fic nossa ali mesmo
372,Romance, cabelin como assim você é menina me explica isso aí na minha fic você é homem que vai vim me buscar 
373,Romance,tinha uma menina lendo um hotzao de uma fic do bts no ônibus hj
374,Romance,em uma fic eu bem que séria aquela menina lá 
375,Romance,ih menina vem aí ela na paixão de cristo de nova jerusalém e a fic que o jumento falou com ela na cena da manjedoura 
376,Romance,a menina do meu lado lendo fanfic aí eu amoo kkkk eu acompanhei cm ela
377,Romance,a menina se acaba na siririca lendo fanfic de membros do bts não consegue ver uma amizade entre dois homem heteros em uma obra asiática sem fantasiar que eles formam um casal gay e além disso tudo ainda consome em massa hentai yaoi somente por ter sexo gay
378,Romance, no caso da whitney eu nem sei se é tão fic assim pois já vi no documentário dela amigos confirmando que ela tinha um crush pelo mj mas agora esses fãs foram longe demais kkkkkkkkkkk
379,Romance,olha a fic gente kkkk ninguém que essa menina de volta affee 
380,Romance, eita menina deixou de ser fic
381,Romance,nuuu pensa numa menina fanfiqueira q nem eu certamente uma das virginianas mais fodas q eu conheço a chefinha da c quero ficar cada vez mais próxima de ti ps larga mao de ser cagona e beija logo essa desgraça de homem 
382,Romance, eu vi um tik tok uma vez q a menina dizia q ela smp q lia esses romances moderninhos ela tinha o sexto sentido de identificar qndo era fanfic de algo queria achar dnv kkkk
383,Romance,jesus que menino fanfiqueiro 
384,Romance,lembrei de uma pessoa por quem tive um crush e agr to ouvindo idiota em loop fanficando sobre a gente na minha cabeça 
385,Romance,menina isso é verdade mesmo eu achei que era fic de internet 
386,Romance,pq nas conversas o marco deixa claro tem namorada isso legal aí bernardo que ele nem cita menina aí vem pessoal faz fic toda ai bruna fica de talarica não não moça vai tal gala então num possível que n tenha nda entao ele tinha que deixar claro 
387,Romance,boa fanfic daria uma ótima história de romance gay 
388,Romance,a menina se declarando p cara na fic e eu com meu coração quase saindo pela boca aq
389,Romance,uma menina do ° nono ano simplesmente inventou uma fic na cabeça dela e fofocou pra amiga dela direção que eu e minhas amigas queríamos bater nela e estávamos ameaçando ela pasme nem o nome da menina eu sei mas já q ela inventou a fic ameacei de verdade na saída pra ela 
390,Romance, “fonte vai caçar” deixa de ser fanfiqueira menina 
391,Romance,tem um menino q td dia a gnt se vê na fila do ru a primeira vez eu tava olhando pro vazio e ele passou e me cumprimentou desde então a gnt sempre se cumprimenta eu nunca vi ele sem máscara preciso urgente tô criando uma fanfic intensa aki padrão livros caindo no corredor
392,Romance,mano eu tive um encontro a luz de velas eu tô vivendo uma fanfic
393,Romance,o deus já falei que seu filho tá pronto pra viver um romance mais só se for de fanfic se não deixa na cachorrada mesmo 
394,Romance, não era date dos dois destruíram minha fic
395,Romance, meu de romance fanfic
396,Romance, tem um menino da minha turma que combina cm vc eu já escrevi a fanfic de vcs na minha cabeça
397,Romance,a começar pelo crush fixo pegamos o mesmo bus hj porém ele usa uma aliança da grossura de um pneu de caminhão minha fic foi com deus
398,Romance,o lucas falando que a menina da fic é muito atirada mas que difícil é o mauro querer é pq ele sabe que o mauro respeita muito nosso relacionamento 
399,Romance,a menina da minha sala me perguntou oq é fanfic e pediu pra ler uma jsvehsnwhsjsvaksjsj
400,Romance,quando eu pedi a deus pra viver uma fic eu tava falando do romance e n da parte onde a pp só toma no cu
401,Romance, kkkkkkkkkkkkkkkk sorry o romance saindo diretamente de uma fanfic camren
402,Romance,a viaaagem da menina ela jura que eh amada mesmo depois q a larissa fanfiqueira disse que ela tava sendo detonada aq fora 
403,Romance, eu faço fanfic até com uma menino bonito do ônibus q eu só vi uma vez acho que preciso de ajuda
404,Romance, fic de centavos gabriel sou gabemelie forever tipo se tivesse um livro com o romance deles eu claramente cadelaria ele literalmente faz tudo por ela 
405,Romance,indiquei fanfic para o menino que estuda cmg ele vai ler varios hots kkkkkkkkkkkkkkkk
406,Romance,será que eu nunca vou achar uma fanfic no wattpad de romance que não seja resumido a sexo 
407,Romance,sou apenas uma mulher querendo criar uma fanfic de romance
408,Romance, a mina vai pra guerra e é fria o bastante pra ficar o tempo todo com as mãos no bolso a crush chega junto ela fica toda desconcertada e acaba tirando as mãos do bolso haha fic 
409,Romance, então bora construir esse romance meu amigo o fanfiqueiro e intrometido em mim está torcendo por vc 
410,Romance, kjkkkk mulher tu foi numa escola q eu estudei e dps a menina espalhou a tu pediu para ficar com ela é fic 
411,Romance,unica coisa boa que ser corna dessa menina me fez aprender foi a conectar as coisas e que nunca tô fanficando demais
412,Romance, menina eu faço cada viagem ali que só jesus 
413,Romance, menino eu tinha caído na fic tbm
414,Romance,nunca pensei que eu pularia um seguimento da fic com moon taeil e kim doyoung simplesmente pq não me interessa em nada o romance deles não eles em si o desenvolvimento dos dois é nada se comparado ao desenvolvimento cumplicidade química e momentos do doie com o cara lá
415,Romance,genteee eu morro de rir de nervoso com oq inventam do eli nessa bolha kkkkkkk é cada fic inventada tudo pra ferrar com o menino o público escolheu quem eles querem massacrar e pra fazerem isso inventam história acontecimentos até sentimentos p queimar ele triste 
416,Romance,tem uma menina q crio tanta fanfic q minhas amgs n aguentam mais detalhe q ela mal sabe meu nome
417,Romance,todo mundo dizendo q ela matou a fic quando pode facilmente ela fazendo voces cairem em uma fic de que n tava com o menino la 
418,Romance,eu não faço a menor ideia de como vou terminar essa fic porque sou péssima com sinais mas já to tendo uma ideia de como encaminhar pro romance
419,Romance, através da minha janela é totalmente fanfic é um romance perfeito pra minha tpm mas eu tenho q admitir que não é um filme boooom e tbm da vergonha alheia em algumas partes
420,Romance,tô em abstinência de fanfic mas não encontro uma boa aaaa
421,Romance,comofas pra viver um romance com voce todo dia fico fanficando sozinha — kkkkkkkk 
422,Romance,vou fazer faculdade online na coreia ai eu encontro um amigo bonito e saio pra comer lanche com ele quero fanfic também pelo amor de deus que saco para de ser iludida caralho
423,Romance,na fic vai ser o menino pq achei ele lindo demais ele vai em direção a pq ela tem cara de patrícia q me humilharia 
424,Romance,uma gringa me chamou de diferentona por causa da fic romance de um vampiro com um tritão eu assim realmente ninguém jamais faria algo tão sem nexo assim apenas eu 
425,Romance,kkkkkkkkkkk odeioooo tava conversando com uma menina e ela falou uma fanfic muito boa 
426,Romance, total aquela menina criou uma fanfic na cabeça dela
427,Romance,levar até em casa né que é umas ruas dali não mt perto mas não tãooo longe assim também né mas é nesse momento que começa a minha fic kkkkkkkkkkk eu não podia levar o carrinho sozinho pq é do mercado ai chamaram um menino q trabalha lá pra ir junto comigo levar o 
428,Romance, é um romance lgbt baseado na fanfic da protagonista de fangirl sobre simon snow ele é tipo um harry potter da vida kkkk mas a história é bem diferente
429,Romance,mano comecei a prestar atenção nos tweets dessa menina e pqp o garota fanfiqueira tudo acontece com ela
430,Romance,vão ler uma fic oh deixa eu te fazer uma indicação de romance suave vamos juntos descobrir quem é e ajudar sunoo a encomtrar o amor 
431,Romance,já tô fanficando o encontro da íris com a lena aí pai amado 
432,Romance,uma fic onde love é meia irmã da tu e tem um crush secreto pela milk a melhor amiga problemática da sua irmã sim um clichê
433,Romance, menina te acalma torcendo muito por ti pra que a lett tenha uma história maravilinda pra publicar e te acalma again boris distrair aí lendo fanfic figurinha do panda brabo 
434,Romance,tenho a fic que o tio ben largou a may pra criar o menino peter sozinha
435,Romance,só consigo me contorcer de vergonha desse menino kkkkkkkkkkkkkkkkkkkkkk escritor de fanfic hot na minha dm pqp kkkkkkkkkkllkkk
436,Romance, muitas vezes pra voltar eu pego blablacar c uma mulher específica que eu já criei até uma fic de que ela trai o marido pq sempre que encontro ela tem uma menina junto pra se despedir dela kkkkkkkkk
437,Romance, já criei a fanfic de que o trombada tem um crush fortíssimo no neném
438,Romance,angelo é simplesmente a pessoa que mais cai em fic do bbb ele acabou de chegar pra mim e falar amor tu viu o que viny fez e me mostrar uma montagem do menino careca
439,Romance,eu sou muito comunicativa e simpática e adoro ser assim mas algumas pessoas confundem muito isso e criam na cabeça delas uma fic absurda q eu fico de cara acabei de receber uma mensagem de uma menina da faculdade q eu sou monitora me dando permissão por nao ter ido na aula hj
440,Romance,a menina n pode usar uma roupa q já vem gnt maluca crianddo fic da conspiração pra atacar a garota
441,Romance,a menina do coração de clipe namora acabou a fanfic fml
442,Romance,me entupindo de fanfic e livro sáfico esperando ter meu romance inesquecível nunca vai acontecer pq ngm me quer
443,Romance, tedioso também ksksks tô indo fanficar agr pra responder o post do encontro q eu fiz ksksks mo preguiça ksksksksk
444,Romance,pa viveu uma fanfic a jade era crush dele vão para a mesma edição do bbb e eles ficam
445,Romance,hoje eu tava no ônibus e a menina que tava na minha frente tava lendo fanfic e ela nem fazia questão de esconder 
446,Romance,todo dia so da eu no perfil dessa menina rezando pra ela dar um sinal de fumaça sobre a fic
447,Romance, feliz aniversário tem tempo que não leio fic mas adoro sq vc poderia me dizer sobre o que é essa e onde encontro obrigada 
448,Romance, eu tô no capítulo ce tá falando daquela fic né e ainda não superei ele chamando o menino de a xian inclusive na frente de uma pá de gente 
449,Romance,eu tô criando fanfic com o menino na minha cabeça aaaarrrrr
450,Romance,acabaram minhas chances d viver uma fanfic me encontro chorand
451,Romance,a menina lendo uma fanfic em voz alta aqui alguém me tira dessa escolaaaaaaaaaaaaaaaaaa
452,Romance,a menina do meu lado na van o trajeto todo escrevendo fanfic
453,Romance,é romance criminal e vai ter muito plot é minha primeira fanfic quem puder 
454,Romance, é essa mas a escritora excluiu pq algumas pessoas não gostaram da fanfic por ser dark romance acho que rolou até exposed ai exclui do wattpad e botou no spirit
455,Romance, eu falei no sentido de vcs dois ficarem juntos igual numa fic de romance 
456,Romance,fazendo um pouco de publi minha fic tem atualização todo domingo e os larry papai de menina 
457,Romance, acorda pra vida e deixa de ser louca e burra a vida não é uma fic de twitter não que vc vai chegar e dizer que uma menina de anos tá ameaçando sequestrar alguém de verdade agressão é coisa séria ameaça é coisa séria não é fic não sai do twitter e respira a vida real 
458,Romance,a menina da minha sala dizendo q criou uma fanfic cmg tô assim 
459,Romance,essa série dos anos com a maisa parece uma fanfic feita por uma menina de anos
460,Romance,tudo que eu precisava agora é achar uma fic que era sobre uma menina que engravidava do filho do chefe do pai dela só lembro que o pai do menino era dono da coca cola e que em um capítulo o menino desenhou de canetinha na perna dela e que ele foi bebado na escola dela
461,Romance,eu não to acreditando que tem um menino igual o rupert no med a e eu só fui reparar hoje já imaginei a fanfic todinha
462,Romance,é fic é mas só de lembrar do meu primeiro encontro com um policial e primeiro beijo na porta de casa aos meus anos no outro dia me ligou e falou os nomes inteiros do meu pai e da minha mãe fico cabreiro só de pensar em gnt doida 
463,Romance,menina do meu lado tah lendo no wattpad e eu dava tudo pra saber doq q é a fanfic dps obviamnete zoar ela por usar wattpad 
464,Romance,fui suspensar por discudir educadamente com uma menina exaltada q criou uma fic q só existia ja cabeça dela de q eu machuquei empurrei ela no jogo de futebol de propósito
465,Romance, mds sim kkkkkkkkkkk teve até fic q a gente tirou um menino do armário contando para os pais véi
466,Romance, kkkskakaksjwkajak q loucura menina se fazer a fusão dos testes a fic tá pronta
467,Romance,já tô criando uma fic na minha cabeça namorando esse menino kkkk
468,Romance, nossa isso é normal demais quando eu tava no ensino médio teve uma menina que era amiga de um menino que eu tava fazendo amizade que ela espalhou umas fanfic minha pra deus e o mundo me odeia pq sou gostosa se fosse gostosa iria andar comigo
469,Romance,pesquiso fanfic de romance e só aparece negócio de morro a vai dar o cu pro capta 
470,Romance,a menina das fic voltou mais forte do que nunca 
471,Romance, menina foi na mini fic de the seminarian kkkkkk em one ela ainda não apareceu
